Țară/Regiuine,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29
Australasia,0.9918838555500767,0.002347294422345554,0.001826062493983654,0.0024507063166456476,0.0001056584185101964,2.1014806857595452e-05,0.000718226818319582,9.404160816789977e-06,3.161510406750137e-05,7.645253475717639e-05,4.009795976259758e-05,6.089367950706296e-05,2.1570573174624034e-05,1.687694347329022e-06,4.295308142269946e-05,1.4470806628308429e-05,2.549811186689146e-06,0.0001383458761704843,1.4135189252930633e-06,6.1002962360017003e-05,3.4111311838102977e-10,3.467539598638901e-06,1.4176658572761984e-05,8.784251922034279e-05,2.7774101901516493e-05,1.1480556042814635e-07,7.041693306569632e-06,4.208570634264265e-06,9.718022677294917e-08
Australia,0.9942288277525403,0.001198177547230153,0.0016855460497378308,0.0016295801917163297,0.00015101084171196744,1.8252872458574533e-05,0.000674512277922135,6.552086173446677e-06,2.640902326832012e-05,2.3212608398248665e-05,3.493947495794244e-05,3.076082542790593e-05,1.9092797445050314e-05,1.4424555389699396e-06,3.058451851931897e-05,5.758518464206913e-06,7.774965442845001e-07,9.204990428800361e-05,2.0699511667772313e-06,3.3752794657370564e-05,4.028502602500525e-08,2.7674914725521e-06,1.4491015150734536e-05,5.448806656978772e-05,2.914858030637908e-05,6.538024720471214e-07,2.8274283142194453e-06,2.2126223061583948e-06,6.072021491307088e-08
Austria,0.9971993777831446,7.744048993864332e-06,0.0017108020743279476,0.0001468641976305565,0.000729225679876191,7.769242362159684e-06,2.2072986232347353e-05,1.931316498560803e-08,4.261922772683383e-06,0.00013255559770620465,1.4910327484950686e-05,8.145976851709765e-08,5.898839364515727e-07,2.094621392335534e-06,1.5554067952493855e-06,1.5031855046958935e-06,7.540091650752046e-07,4.363782351089483e-07,1.18597457930652e-08,5.326288672121057e-08,5.224483879105687e-07,4.219976967785647e-07,2.611504185000413e-06,1.3479929596661504e-06,7.313611275016869e-06,1.0489377601724318e-06,1.6181782763523896e-07,3.8820412465885026e-06,6.407534707121126e-09
Azerbaijan,0.9957705391982671,4.2053035405781337e-07,0.0013836746094640607,4.549906471384821e-05,0.0018117300690189838,3.813722747828097e-05,0.00026851752927239134,9.597577392745148e-05,9.492367688939797e-05,4.3153421109774207e-07,4.326397583868096e-07,8.057887491159731e-05,0.0001729960343846871,8.024452919707714e-05,1.5060197681887595e-05,4.418592244962153e-12,3.458691185806934e-05,2.059588922518645e-05,1.3439314261122333e-07,5.8021624651551e-07,2.3019970600314684e-07,4.84064800099225e-05,6.360443948945138e-06,1.8872923213792417e-05,4.731134844904185e-08,1.5928860381733282e-09,9.848733256743592e-06,1.1717880415959905e-06,1.623167319635857e-09
Bahamas,0.9970470622841736,0.0009286677215309766,0.0012006563437100127,8.450393515557268e-05,0.0007019113030214374,1.2204452029861046e-06,2.4163899010603346e-05,7.328538897340001e-08,8.708041960321906e-06,1.2645132000421665e-06,6.277938296056255e-08,4.0523496917544315e-08,9.394826829637838e-07,2.648962022639068e-07,1.3884203786917978e-07,7.382944741035236e-09,9.668713958727339e-08,5.059259556935182e-08,4.345516443548614e-08,8.450388643556409e-09,3.379873215622261e-09,1.4283769970894716e-09,8.492650022284991e-08,9.742783996531117e-10,1.4187889166670071e-08,2.1233916774701625e-09,1.2413073078468792e-09,6.576738031724372e-09,2.9725459616120843e-10
Bahrain,0.9970811419477946,0.0008690515423125598,0.0012401671250051444,7.757776999446544e-05,0.0006927078990516143,4.330126065585934e-08,2.3004089831018328e-05,2.8314576335095243e-08,1.1130354501276482e-05,1.3436306425665536e-06,9.851128420960832e-08,1.1488007910524844e-06,1.696998919796014e-06,1.311843895106956e-07,9.899235381186542e-09,1.985941999094465e-09,4.284269069557401e-08,2.6772817016806633e-07,4.082568767920281e-08,1.5447569753521177e-08,1.512842496242242e-08,2.724070074453641e-08,1.87083682548949e-07,3.5757992180600413e-08,2.506015326488684e-08,7.191181189283365e-09,3.689364252983967e-08,1.194341767692268e-08,3.5011543696838084e-09
Bangladesh,0.13257196501386695,0.0004596099021695812,0.31367156372859234,0.0960764681094213,0.003648595854009424,0.007819674797438598,0.008152905905260976,0.15398305702449883,0.08736218901722254,0.0391650846448087,0.006218084792912238,0.02149503389965057,0.023126247120237264,7.743291150176541e-05,0.0184005905767623,0.001475893952817749,0.060350012352587946,0.00038449525262622777,0.01717646060138561,0.001237858726600333,0.003224291278197344,0.000327737029200518,0.0008391690781633595,7.411861568129171e-05,0.00044795745834975216,0.0021543353207701585,6.348496247065846e-05,1.5365458886476658e-05,3.166139092405954e-07
Barbados,0.9970502637424634,0.0009149667195463559,0.0012225625025078096,8.655625278023482e-05,0.0006905998837614012,5.016399283321807e-07,2.2631741232140805e-05,1.7521465081961553e-08,8.756130543350846e-06,9.085611169573495e-07,7.477659041667146e-08,5.950353732686018e-08,1.285143537090172e-06,3.6945716150667637e-07,1.6157444291337644e-07,2.7423268931875212e-11,6.021678878179385e-08,7.294526530507632e-08,3.505460339614836e-10,7.231654675065434e-09,1.135983741591362e-12,1.2693110482152047e-08,1.2110001336532887e-07,2.6877250166508453e-09,1.4522416853520138e-09,3.706973936705348e-09,1.8926227538659577e-09,3.166254841761575e-12,5.407181974213248e-10
Belarus,0.9866201583795856,0.0029498650921227832,0.002720070885633862,0.0018786435093443978,0.0037522890152343964,1.6004969735159067e-05,0.0013225995392087211,0.00045383794144331145,1.3513806415948772e-06,1.7077014822883748e-05,6.73551240663991e-05,7.204289917256701e-06,4.696567661835549e-07,9.107820005523935e-06,1.0257540651285666e-06,3.059932019022977e-09,4.3652762496362296e-05,3.927265149202715e-06,5.791204458365263e-06,1.2683875232560172e-05,3.264069757552163e-05,6.270725088189234e-07,1.05878472008152e-05,1.4560766976147779e-05,3.00169560849995e-05,3.693304139662942e-09,2.251169191446388e-05,5.801572219364393e-06,1.311623538801508e-07
Belgium,0.9969007313487528,6.345161862314215e-05,0.0017671201721548289,6.476548639581232e-05,0.0005228960591307636,2.7052940687868223e-06,0.0001679050935683488,1.367911169827308e-05,5.084739632494083e-05,0.00034052267388096937,1.2113894723966415e-05,2.6308523313339703e-05,6.477393232209156e-06,1.810036268292363e-05,4.001840766072143e-06,7.254203078476758e-06,4.102907695515127e-07,3.20409177318006e-06,3.1528893617177615e-06,1.202910384369928e-07,1.4961904009590586e-07,1.5693182707466893e-06,4.080303135504687e-06,1.102124931297878e-06,1.4499161348246585e-05,5.680392871852753e-07,2.131910106238909e-06,1.2760330656735247e-07,3.885235670818848e-09
Belize,0.9970174851106185,0.0009519611037868568,0.0012067269278873782,9.066793901572267e-05,0.0006962535457664479,7.826865889060004e-07,2.434095252338888e-05,1.875386803958073e-08,8.733447134844498e-06,1.487666463862107e-06,1.9191282649587938e-07,1.0963400352455563e-08,7.178768792598445e-07,1.443474534802117e-07,2.2044869120262805e-07,2.397493801502891e-09,1.2491972561312307e-07,5.156522305016585e-08,2.062537966936803e-08,1.0733727529525302e-08,3.923601618414619e-09,6.79567509381583e-10,3.6767785376920546e-08,2.9888841071580337e-09,2.5626173210395658e-14,1.5910715345037287e-10,6.984498768505648e-10,4.72422525038339e-10,3.8570178573236525e-10
Benin,0.9716725664121996,0.024805825334960195,0.0013321906193239448,0.00037812645207492264,0.0006689458411498069,0.0008111582426962972,1.177405754115621e-05,4.68594325052441e-06,6.496124707681292e-05,1.9315179300287824e-05,4.466499167771628e-05,1.5139676944684638e-05,1.4697116497832106e-05,6.097502647361433e-09,1.2118608667286728e-05,2.0569469251349856e-05,7.778155847153217e-05,1.897479033786492e-05,7.009092056887072e-08,4.123340963317118e-06,1.4890791988109868e-07,6.292984685447473e-08,6.310738717113156e-08,7.141416576351647e-06,6.893610645098334e-09,1.3171934352141622e-05,1.0270900122550288e-06,6.600450459381932e-07,2.260444049201634e-08
Bermuda,0.996988491677472,0.000952914442077165,0.0012271623369745721,9.493628310518446e-05,0.0006993700171691584,1.6903740647877923e-07,2.4909165186743307e-05,5.452272176235695e-08,8.73032280113223e-06,1.272238530369185e-06,1.9856494471705501e-07,1.236620482611658e-09,1.1245591348979985e-06,2.71131388913333e-07,1.8796628821151476e-07,6.408124965884683e-10,1.2428777346624426e-07,1.4711594430158785e-08,3.7654131852806416e-08,1.2591061006366944e-11,6.038383280882458e-09,2.1046063139227594e-09,1.7437705876092383e-08,4.994825532816202e-13,4.789186909553989e-10,1.27848377920698e-09,6.303411438018578e-10,9.50418077548131e-10,2.7191838132599906e-10
Bhutan,0.9969194003334385,0.0009566947347970016,0.0012796471121532989,9.683326464112898e-05,0.0007079534063171093,8.513185842245574e-07,2.6462828346524157e-05,6.716648219488903e-08,8.355336201144822e-06,1.3944105049341949e-06,4.154259064247687e-08,8.881696565172856e-08,4.296859528736946e-07,4.1995020871974916e-07,7.58584162839349e-07,3.218944752399943e-08,2.776500830542994e-07,6.917619467564073e-08,2.7330772629119843e-09,2.1013371675644274e-08,3.076953540989429e-08,3.5784736650241678e-09,4.087338778859208e-08,3.8723908546586986e-08,1.0016248740574337e-10,4.637024807106266e-08,1.8029018626392482e-10,3.8125800707659244e-08,2.4672035655079068e-11
Bolivia,0.9969786187634032,0.0009515847761565078,0.0009598756194143305,4.9346504579947205e-06,0.0007020912668922408,5.148343923319112e-05,1.5265867566463294e-05,0.00015651478549724257,7.073399594792774e-08,1.7201443736818062e-06,5.884733114875338e-05,2.451226059748612e-06,3.2461584196891105e-05,2.1527594531017828e-08,2.7123641926960173e-05,9.480851830697171e-07,3.7966340716821743e-07,1.932960096630749e-05,8.895598491841158e-06,1.3845454207582627e-06,5.8021252117748043e-08,7.868038110174424e-08,2.0463611617440664e-05,2.227462686595423e-06,5.6846009006905527e-08,5.496058577729815e-07,1.1912744510691301e-08,2.549683222232762e-06,1.3248424470449596e-09
Bosnia and Herzegovina,0.9972843516634565,0.00012326300490172746,0.0014941312573223372,1.2836596768601099e-05,0.0009720217261875977,4.271605450309021e-06,2.7379433741379686e-06,1.6879014770419304e-06,2.0435655080046894e-07,8.065675435492138e-06,2.9219509792364208e-06,5.998591141598647e-06,1.7327609700383024e-05,3.327133354385742e-05,1.213188544668202e-05,4.827747490674191e-06,1.7154207346304108e-07,9.475439545512531e-06,4.7356894250514525e-06,2.1379087223676356e-06,1.1269740578252506e-06,5.182826584652634e-07,1.2558460979454748e-06,3.8406761840329265e-08,9.956635811036848e-08,5.643605723476611e-08,9.183033075253609e-08,1.064977914396058e-07,1.3473089275171384e-07
Botswana,0.996320512453232,0.0015727697615683651,0.00028706391032396074,4.994090043754489e-05,0.0008964817145078307,0.0006726852100535675,9.549480101426562e-05,1.3056855702154127e-05,2.212686781030444e-05,1.751549624102394e-05,2.2032580517309735e-05,7.215981498491316e-06,9.021146551456411e-06,1.1233487184344515e-06,9.059496111138806e-06,1.6556540634939056e-07,1.2204426499629378e-06,2.3098951008419172e-07,6.033365728516552e-07,4.153477886134756e-07,1.2119179616116578e-10,1.124776934852352e-06,7.357108499477853e-10,2.0543198044436783e-09,5.217459429886347e-08,5.9407769073344015e-08,9.216919250512057e-09,1.5299343319764537e-08,7.0012237642552806e-12
Brazil,0.09479841740722535,0.5092913991346716,0.015738327234695124,0.1935777122411915,0.00014784460295453767,0.043380464326779423,0.0007076129415796221,0.001768684530760033,2.674421408533378e-05,0.0014907350838007257,0.0035630457516675697,6.876330684528602e-06,0.07906248501409285,0.005174589766695521,0.002344372428236459,0.016911017910314154,0.005656355691307576,0.010774636659135603,0.005106912675054877,0.007063046282663159,1.3968577355876767e-07,0.0007386087423703591,0.0012290173249737827,0.00023233022234033757,0.0010357326109976524,9.43661065889987e-05,1.6230818728323986e-06,6.946445119742333e-05,7.437546289690182e-06
Brunei,0.9970222377891135,0.0009239215415469285,0.0012237229049796175,9.123943844268399e-05,0.000701604600702621,1.5965148662003383e-07,2.5226031214352282e-05,1.3256873085428111e-09,8.119001027229833e-06,1.0481680297487144e-06,9.902745228532456e-08,2.9250479734173484e-09,1.650503105977219e-06,4.772959904576656e-07,1.8661400967150793e-07,6.3023059691342616e-09,1.909450417156236e-07,6.142034165201332e-08,1.9738216027018284e-08,1.570158121494811e-09,1.154892328087172e-09,1.5790815405672862e-10,5.507371812796126e-09,4.1396868726533085e-09,6.23986709939127e-10,6.181000241510096e-12,1.0747473549004796e-08,7.607261682542725e-10,1.0787282071598957e-10
Bulgaria,0.992468192250327,0.001167225253302163,0.0020318896395728845,0.00035359783809002726,0.0028004681095111193,1.475318502301206e-06,0.00047220638161025584,4.770976917894941e-06,1.6710079781802487e-06,2.5418196801831074e-05,4.24355500799963e-05,2.3375989288066235e-07,0.00029511293287332957,7.012762872235796e-05,9.168465540178329e-05,4.3158291983500165e-06,1.5643869751427603e-05,4.664400356686621e-06,2.6308395078021316e-05,2.7954536204450883e-05,3.641573433831452e-05,2.164152085532519e-06,3.022940417986788e-06,1.0747249579915185e-05,5.567204667332029e-07,1.6352621699557275e-05,2.2889080495934476e-05,2.283428159141842e-06,1.7154258380357135e-07
Burkina Faso,0.8863194743152547,0.09814353773274484,0.0013796512198394379,0.002168332839433421,0.0006433896283424639,0.00439694148276304,4.438937403043152e-05,4.878401270321993e-06,0.0008993489192398168,0.00023977625669302442,0.0003955306118355688,0.000584234575637551,8.870186207478064e-06,9.527334934840011e-05,9.419225955065465e-05,5.000911514333878e-05,4.931758139901148e-06,8.369419669806533e-06,0.0005425993181125666,0.0007898233045983411,0.0003294150586225522,0.0025496863732033482,3.698609799223539e-05,0.00011682721707347742,2.4402770159351723e-05,4.52457563898721e-05,6.6891295136009214e-06,7.70279660064632e-05,1.655631842707334e-07
Burundi,0.9779400572292439,0.017159253498905333,0.0010243074733953521,0.0005144197925296467,0.0008181130396012157,7.152174122495002e-05,1.1276120500705988e-06,0.00032231474346057097,0.00031281281215636504,2.9363903388192703e-05,0.00026308563596863185,5.898814238727304e-05,8.364148468071857e-06,0.000202546930668188,0.0005964883927221026,9.948739079835973e-05,6.095333405954215e-06,6.500183060498872e-05,3.0855400575454213e-06,2.6133021397648634e-06,1.6029030782281484e-05,0.00035417092782293643,3.4266137914420607e-06,2.9461493292569053e-05,6.748144604245704e-05,2.3559364508424007e-05,3.9263329443254284e-06,2.8487602221761774e-06,4.75374170262946e-08
Cambodia,0.9924923207277871,0.0010958533721668752,0.002194318766504299,0.0007928918117186578,0.0008086859344915611,0.00024285892406870124,0.00023411176714794004,0.0002710846890987763,0.0001321148359294118,3.469188282966523e-05,0.00037712109450503917,4.056429709763039e-05,0.0001907217331653892,0.0006235663032923151,0.00034276996261213387,1.718907560281808e-05,3.794643435309837e-06,8.544866631234145e-06,2.9254120336788244e-06,2.382449601774453e-05,4.9566554559617344e-08,4.992212469719195e-07,9.294585982993195e-07,3.421474087727232e-05,1.1360971976569338e-05,1.1552349974802906e-05,2.072256888095953e-06,8.72384078738493e-06,6.429969596708145e-07
Cameroon,0.8622413516464095,0.10626801616505038,0.007225314214945172,4.1214788349236906e-05,0.001956428312616995,0.007393161195974257,0.0003426242844601663,0.00013782141889132697,0.0015267564695361608,0.00013886805802382923,0.0003270244035963217,0.000649531886836938,0.002128168659107467,0.000298949628712863,0.0064964310400107365,0.00021167376755902776,0.0009815304569062318,0.0003401159182819901,6.01236617309093e-06,0.0004035377112950823,0.0003254964470760768,0.00022018176246640657,6.744810027834695e-06,9.932969204760714e-07,4.0169888661279276e-05,0.0002869602585212013,2.089653847062462e-06,2.8072103307960695e-06,2.4279411777581398e-08
Canada,0.9818340497422273,0.007645552731021814,0.0014793295931816307,0.0037157927021469876,4.726977893640591e-06,0.0001745939313177149,0.003059082364614056,5.214994331424821e-05,0.00010196868750870158,0.0006195997192563749,3.5903069497081306e-05,0.00013209422133318824,2.45922498824597e-05,1.2021583211888585e-05,4.446873740790836e-06,0.0001777842365460495,3.9047514998181335e-05,0.00018005788610543896,1.2838487765443133e-06,0.00035234918131330504,8.472806791066824e-05,1.6516743135283147e-05,0.00017355075111960845,2.9995461136972056e-05,2.218768848546445e-05,3.959510980814787e-06,2.207204907822957e-05,4.852195922493589e-07,7.745067337752036e-08
Cape Verde,0.9970035410432108,0.0009513887450381508,0.0012114881532097107,9.307470487888132e-05,0.0007006699800013439,1.814582839578615e-06,2.570710962935115e-05,9.173064405455687e-09,7.824245077638517e-06,2.472423712166903e-06,1.0106943072390075e-07,3.646436112203089e-10,1.0498793266586747e-06,9.128298140785417e-08,4.6152293878457463e-07,4.927960509664331e-09,5.745385582050633e-08,2.616650060585777e-08,1.2351146953735666e-08,5.568987019476739e-09,8.575802780768826e-08,3.985648503673102e-09,3.9847655463559566e-08,1.7117864219802711e-09,2.5025830256234644e-08,2.8288638175200592e-08,6.5273161516673035e-09,8.09156737591864e-09,1.5095745710544573e-11
Caribbean,0.9810727353697625,0.0009119188793032194,0.00010151204316749403,0.006269753823508767,0.00013215352007085135,0.002087923029226417,0.0009846137266450886,0.003069819040121825,0.00018801101429064443,0.0005014801479942989,5.081052004078453e-05,0.0002132279845003628,0.0007243799657167101,8.305115813380999e-05,0.0014103482272056688,0.000403069975247672,1.452338486460763e-05,0.0005315046298097452,1.8931056929648857e-05,0.0002584724604510858,3.7074916078911456e-05,3.1547413799760016e-05,5.143213776853355e-05,4.379563556780092e-06,0.0006964429009996107,1.6557981125839155e-06,0.00014847554317830427,7.257976142843023e-07,2.597189999476244e-08
Central African Republic,0.9742926904631035,0.02340257933991694,9.124160766474508e-05,0.0002173568617533874,0.0011650879784274462,1.4191235112502167e-05,2.4525422840062324e-05,0.00018612159963277706,2.837077220154598e-07,3.723452545297351e-05,0.00014457238517273394,1.3991777560916443e-05,3.631234247513607e-05,4.78746109140613e-05,0.00011918810899914073,1.8027904190482993e-05,1.030647391426659e-05,5.837935262017704e-05,1.0512048588291029e-07,3.468679799120434e-05,7.595371525724458e-06,6.132140315377213e-05,3.428390957736308e-06,5.059217375124418e-07,4.700514593977743e-06,3.1092347012762215e-06,4.152095431090496e-06,3.2445929396637927e-07,1.0499265456533034e-07
Central Asia,0.5592874382999036,0.16838943226163844,0.0020727411789378753,0.06341869498244807,0.036154587480194206,0.008929074837656566,0.0690077730927141,0.007848668829428602,0.003026210929053467,0.007563441838112123,1.1204004378720023e-06,0.013649488145184723,0.025161390085383054,0.017538206202632776,7.844685877507038e-06,0.0004094083264052987,0.007636170916509289,0.0013695582330778462,0.002696882781703987,2.151587274275736e-07,0.0006383356894614717,0.0020906062338881346,0.0004341829597905688,0.0017897762674415549,0.0001185479823892967,1.7951014586740312e-05,0.000740697973413007,1.1822910024218824e-07,1.434983902386918e-06
Central Europe,2.2257802478633305e-05,0.6884970919792123,0.016105940153557183,0.13881513746823257,0.04254778947384866,0.0028797902175841618,0.05881678459630213,0.004393383905372168,0.0028411099909506654,0.021225250448762216,0.003505036615196561,0.00012309967298875318,0.00013237482848764052,0.010766044150746425,0.0042595450628350705,0.0004789593946564776,0.0002339628074937522,0.0008841504218950535,1.7516894635198615e-05,0.00027714657346475494,0.0014170565798002268,1.69807589608251e-06,0.00025326468557210696,0.0011238433182891162,1.1792689422390914e-06,0.00010926795062759167,0.000232588356215639,3.2583059231030985e-06,3.547100003351704e-05
"Central Europe, Eastern Europe, and Central Asia",0.43457369392022765,0.39208991752999683,0.01383997229735521,0.013079577363584564,0.04640006562612338,0.0002401701502368164,0.08495166774750794,0.008410425240913889,0.0015129253238658962,0.0017935515898707872,0.002031702060062496,0.00017388860147965127,0.00022762130637978586,0.0004033448018774989,8.137943187520807e-09,8.934524314413039e-05,4.397555726680098e-05,1.4732067918294033e-05,4.3290776706823404e-05,2.05520687099607e-06,3.9980223434530636e-05,1.3430478706968163e-05,2.2016966012548274e-05,1.535922638751559e-10,1.4488549383430702e-07,3.475723020147873e-07,1.0656891969960894e-06,9.467651196905115e-08,9.888054159546875e-07
Central Latin America,0.020696269060581456,0.3292379097548801,0.019556956771233928,0.28854860288620227,0.03316364152916939,0.05825348630147781,0.0012648010677422342,0.04130485960605874,0.009629596674727629,0.0021032725503954213,0.03200806748900778,0.0838320670990178,0.04017822211890086,0.0017592209492704428,0.0007585766453331653,0.0017453999918470363,0.0022132172161895935,0.011184866615299457,0.010104020824830896,0.011173623560542202,6.678090646877228e-05,0.0006055794854202653,9.953211693483841e-08,0.00017582178332369402,1.443346745735391e-06,0.00033797515428177693,7.404860794922271e-05,4.833319887013188e-06,1.6739151098599097e-05
Central Sub-Saharan Africa,0.045521235930540305,0.9151916942934096,0.012997546036499066,0.003277251520647101,0.0006184653232758677,0.008106427151800228,0.0011058404391027805,1.3899903136428638e-05,0.006112105589186932,0.000527453833201222,4.632017067875782e-05,6.155922005792552e-07,0.0020624576147372465,1.1658639459776267e-05,0.00011415989946589055,0.0012037486919739386,0.0006745382572623695,0.0007493697817031815,6.0293183605071576e-05,0.00030247049848377655,0.00015322685951620537,0.0009110969161974894,4.162412759436133e-05,2.4068374822941476e-06,1.1738532471667946e-06,0.00017554087745952625,3.031523059308045e-08,1.5547010164786383e-05,1.800852737209269e-06
Chad,0.4952318461512948,0.4246359592899547,0.0024503926175120498,0.0012345919284246709,0.002305309947314368,0.04504756520124451,0.0006397635097348996,0.000437203668758118,0.0012475049105062984,0.0033732654466324752,0.0101165175997984,0.0006293498991769402,0.00031838171859486635,0.002620698435872045,0.005464804171586307,0.00012549505978281996,0.0005625165256729599,0.0023059893454699058,0.0002084417692429259,0.00027223690660150283,0.0001436653571587987,0.000383465985774429,1.7507285460124535e-06,8.108576122741019e-07,5.521894433481826e-05,8.884780804177397e-05,6.969423713905389e-05,2.5838611115247513e-05,2.8733671020462728e-06
Chile,0.9981585462057729,6.575544622253708e-05,0.0008433938309259215,4.0758678003286115e-05,0.00048322443988245515,2.438044201213984e-05,0.00020107540875468556,1.3564596280166717e-06,6.117958232646385e-06,8.023823856925922e-06,7.777385271848609e-08,7.340696322420603e-05,1.7511211048388548e-07,2.0591808297239243e-06,2.3077592861762445e-08,1.3779728742441186e-05,1.843445374343959e-05,1.766266917392273e-05,5.1530940122757996e-06,2.0156198658779537e-06,5.052023699230999e-06,2.649941793647933e-07,1.5619756061267962e-05,1.4546616268047914e-06,6.959657959762584e-06,1.9054387821949146e-06,1.2148152192566392e-08,3.3074892213613534e-06,3.4638783127448843e-09
China,0.5762709485659268,0.36463820681120945,0.0004416028121171656,0.02737572791265306,0.026751939312991423,0.0017628515962225348,0.0012668464961861337,0.0009924354374079754,0.00035519119104850263,1.1003666723942797e-05,3.722725024174331e-05,3.6098102217312684e-05,2.243011557158015e-05,2.973388382037504e-06,1.7785585772577818e-06,1.1129133751913289e-05,1.366279915713082e-06,1.5090534707169567e-06,1.3402171163969794e-05,7.219432815217579e-07,2.5764339209423617e-06,1.1338305180358894e-06,1.784952546468217e-07,6.918300341317096e-11,5.184320615138245e-07,1.6273259152976265e-07,2.413822770469302e-09,5.891650887905763e-11,3.77346707402532e-08
Colombia,0.9947025804270327,0.0009343598598166562,0.0004542936417809633,0.0005949345738060992,0.0009671233137630758,0.0008631551233385335,0.00012059187112260734,0.00011227505594815574,1.8985000143265794e-06,1.8294278842149184e-05,2.863044188238462e-08,2.2780396945404323e-05,0.00022085738042628369,0.0002373329473954034,8.919940724187051e-05,0.00028807301875543754,8.93473567410882e-05,5.0118423852661e-05,2.7442086128665516e-07,5.318754169658399e-05,4.112890799538561e-07,3.5579484421661663e-06,1.0034048776343844e-05,1.7770476303387065e-07,9.06159857710811e-05,1.548909848136735e-05,3.329785842126506e-05,2.39810577969697e-05,1.7288386442619279e-06
Comoros,0.9967412383999122,0.0011299419312445602,0.0012970215295025416,0.0001078670183815148,0.0006857516148794001,1.4725699449493076e-07,2.5084331407464723e-05,1.357325653794354e-07,7.133677307764961e-06,1.791827518921837e-06,4.474723211105054e-07,1.5410152678670232e-08,2.4129938678656667e-06,2.0648615747107404e-07,1.5788368898232582e-10,1.3842715080443533e-07,1.0942752698625878e-07,1.9308037374353595e-08,5.0912110135442754e-08,2.873560204866738e-08,1.1830438556109129e-07,1.5212487786619932e-10,3.234593519739492e-08,1.0817075175146096e-08,4.8485589364600746e-08,1.3184624826743893e-07,6.012663318819273e-08,5.490336795880149e-08,3.681159705875126e-10
Congo,0.9936443415288551,0.003956658667648653,0.0003292575305629022,6.008027116672529e-05,0.0008267475310219105,0.0006774526080545952,7.078432122832074e-05,1.013354411841639e-05,1.09340930225542e-07,2.8061006255207074e-05,0.0001349752300642497,4.6727675718964454e-05,3.0198731126533974e-05,2.406395939962883e-05,8.633270153097203e-05,3.211868907233767e-05,2.3868847125309894e-05,5.744622501950193e-06,2.925114374741375e-07,1.24575203626145e-06,8.114133417319787e-08,4.564304007362234e-06,2.4331858151867265e-06,2.288609975005492e-07,6.942086799564276e-08,1.5601947075738804e-06,8.131139047227426e-07,1.047509276906689e-06,7.199232665998598e-09
Costa Rica,0.9974849434472659,0.0005602060275548546,0.0012043835945879603,3.0120012407933157e-05,0.0006513907372122196,4.323128882563093e-06,4.0563882948242025e-05,4.659851516831999e-09,7.944958973377167e-06,3.582275307643455e-06,1.031357171551694e-06,2.146291960792218e-07,5.057383266775311e-07,1.7125149175398566e-06,2.203245027181553e-06,1.726237406085005e-06,3.7500415909270215e-07,6.803943432744459e-07,6.099111913100823e-08,1.3042031397196754e-06,4.6206218200900123e-07,2.927625194687994e-08,2.7390682500640708e-08,7.190649475070922e-08,9.148204025890252e-07,3.279636300236275e-08,3.3867197660731756e-07,8.213617541635872e-07,2.467409364380527e-08
Cote d'Ivoire,0.8825941928414881,0.10426841247146923,0.001921687460467264,0.0004538563188566605,0.0023614513048897602,0.0017118075181027752,5.422427324051571e-05,0.0006934595542374396,7.997902132879472e-06,0.00031120080203240216,0.0019398885249660104,0.0006539810918383514,0.001283859114357074,4.7876652991039686e-08,0.00018266055227901938,0.00020250497941167386,0.00037029079609533517,2.9628185807270562e-05,5.818156275611263e-05,0.0001409900067661208,9.880903502279033e-05,0.0005433846350545317,2.6031328364073178e-05,2.9856161197337054e-05,5.317173312464218e-05,6.624047536982668e-06,1.6009237495061035e-06,1.2128532770659357e-07,7.771277535383158e-08
Croatia,0.9970959161922531,1.2306412469278168e-05,0.0017602582166270403,4.1907486609595616e-06,0.0009572122268424184,1.1996706673325602e-05,7.850617839507968e-06,1.8294813506756764e-06,6.669039267216485e-06,9.53860333717572e-05,1.2994086852181972e-05,3.114415568104323e-07,8.533582071830575e-10,5.460589359279804e-06,1.1847103425721687e-06,4.333932679532081e-06,1.0623031976222912e-06,2.7681653155014457e-06,2.198151314983273e-06,7.73244865612275e-06,1.584117374742629e-06,3.00680501371692e-07,1.7062440211791134e-08,1.2103781491989707e-06,1.662890098507733e-07,4.1548304549164924e-08,3.1969619342229956e-06,1.793853649316507e-06,2.675064842705365e-08
Cuba,0.9965762248599717,8.409901897832917e-05,0.001896302813503936,0.0001270966141504823,0.00043664557404255865,3.835530534527439e-05,8.410888083853617e-05,2.907683125924703e-05,0.000165342792011574,0.0002702905859544236,1.525250870212425e-05,1.2249052581305843e-05,1.0873817732313556e-06,8.131767530574956e-11,6.982371050025886e-06,1.1360940214332505e-05,6.8834629790217636e-06,7.761790810843366e-05,1.450120557018255e-05,9.842002140202209e-05,6.882189631033567e-08,6.007366370140828e-07,3.67398753690871e-05,4.13197058424236e-06,2.911030014961989e-06,3.220070672778141e-06,1.3369259827198636e-07,2.0669547152456944e-07,8.889700141526188e-08
